@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42-weka.filters.unsupervised.attribute.Remove-R37-40

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.16,0.11,0.2,0.07,0.09,0.08,0.09,0.08,0.07,0,0.1,0.09,0.08,0.09,0.07,0.09,0.15,0.14,0.12,0,0.14,0.05,0.09,0.13,0.09,0.07,0.09,0.08,0.15,0,0,9.96,0.14,4375,875,2566.67,Walking
0.15,0.11,0.11,0.18,0.1,0.07,0.08,0.08,0.07,0,0.1,0.09,0.12,0.08,0.05,0.09,0.14,0.1,0.11,0,0.09,0.1,0.07,0.11,0.1,0.09,0.14,0.11,0.07,0,0,10.02,0.27,1100,513.89,1100,Walking
0.16,0.08,0.12,0.11,0.13,0.09,0.08,0.11,0.09,0,0.11,0.08,0.09,0.08,0.09,0.11,0.09,0.17,0.08,0,0.1,0.08,0.1,0.09,0.08,0.13,0.1,0.08,0.16,0,0,9.8,0.36,1520,831.82,1300,Walking
0.12,0.13,0.12,0.15,0.13,0.09,0.05,0.07,0.1,0,0.09,0.12,0.05,0.07,0.09,0.12,0.1,0.14,0.09,0,0.07,0.13,0.08,0.13,0.09,0.05,0.15,0.13,0.08,0,0,10.12,0.14,3275,656.67,2566.67,Walking
0.13,0.13,0.09,0.14,0.12,0.11,0.07,0.06,0.1,0,0.09,0.12,0.08,0.1,0.08,0.11,0.11,0.09,0.11,0,0.1,0.08,0.05,0.14,0.13,0.09,0.11,0.14,0.08,0,0,9.92,0.17,1912.5,737.5,1740,Walking
0.15,0.1,0.14,0.1,0.07,0.12,0.09,0.1,0.08,0,0.08,0.09,0.1,0.11,0.08,0.08,0.17,0.08,0.14,0,0.1,0.07,0.12,0.08,0.09,0.11,0.11,0.09,0.15,0,0,9.95,0.2,2212.5,1400,1675,Walking
0.11,0.13,0.14,0.11,0.08,0.08,0.06,0.14,0.09,0,0.1,0.06,0.09,0.09,0.12,0.1,0.1,0.11,0.13,0,0.06,0.12,0.07,0.11,0.1,0.12,0.14,0.11,0.11,0,0,9.92,0.32,2583.33,983.33,3875,Walking
0.14,0.11,0.13,0.13,0.07,0.1,0.09,0.1,0.07,0,0.08,0.09,0.1,0.08,0.08,0.13,0.1,0.11,0.14,0,0.09,0.08,0.1,0.11,0.07,0.13,0.12,0.09,0.13,0,0,10.06,0.29,3350,895,1308.33,Walking
0.12,0.11,0.12,0.09,0.13,0.07,0.08,0.09,0.12,0,0.11,0.06,0.08,0.13,0.11,0.11,0.08,0.14,0.11,0,0.06,0.07,0.1,0.07,0.14,0.12,0.11,0.12,0.1,0,0,9.71,0.57,2500,966.67,1600,Walking
0.14,0.1,0.14,0.1,0.11,0.09,0.08,0.13,0.07,0,0.07,0.09,0.09,0.08,0.12,0.14,0.1,0.14,0.11,0,0.05,0.11,0.07,0.12,0.1,0.15,0.07,0.11,0.14,0,0,9.92,0.28,1675,994.44,2800,Walking
0.12,0.13,0.1,0.13,0.11,0.11,0.04,0.11,0.1,0,0.09,0.07,0.09,0.1,0.07,0.13,0.12,0.12,0.12,0,0.06,0.09,0.09,0.12,0.13,0.12,0.09,0.1,0.11,0,0,10.06,0.41,2933.33,831.82,2216.67,Walking
0.12,0.09,0.13,0.14,0.09,0.12,0.06,0.1,0.07,0,0.1,0.08,0.11,0.09,0.07,0.13,0.1,0.06,0.19,0,0.09,0.09,0.1,0.11,0.08,0.07,0.13,0.12,0.1,0,0,9.92,0.29,2200,673.08,2187.5,Walking
0.13,0.09,0.1,0.16,0.1,0.1,0.08,0.11,0.08,0,0.11,0.08,0.08,0.11,0.06,0.16,0.11,0.1,0.13,0,0.07,0.06,0.11,0.11,0.1,0.12,0.12,0.12,0.1,0,0,9.85,0.32,4325,642.86,1441.67,Walking
0.15,0.09,0.1,0.15,0.11,0.08,0.12,0.08,0.08,0,0.1,0.07,0.1,0.08,0.09,0.15,0.1,0.13,0.09,0,0.06,0.09,0.09,0.12,0.14,0.1,0.12,0.11,0.11,0,0,9.87,0.22,1675,818.18,1700,Walking
0.09,0.12,0.15,0.12,0.11,0.09,0.08,0.1,0.09,0,0.1,0.05,0.15,0.05,0.09,0.14,0.1,0.1,0.12,0,0.06,0.1,0.1,0.1,0.08,0.11,0.14,0.13,0.1,0,0,9.86,0.27,1337.5,689.29,1730,Walking
0.12,0.13,0.09,0.12,0.15,0.07,0.08,0.11,0.08,0,0.09,0.05,0.12,0.07,0.12,0.1,0.1,0.16,0.12,0,0.06,0.1,0.11,0.07,0.13,0.14,0.09,0.12,0.09,0,0,10,0.14,1866.67,975,1866.67,Walking
0.15,0.11,0.09,0.12,0.1,0.09,0.09,0.1,0.09,0,0.12,0.09,0.1,0.08,0.08,0.1,0.1,0.13,0.11,0,0.09,0.09,0.1,0.11,0.12,0.09,0.07,0.12,0.12,0,0,9.8,0.25,2212.5,804.55,2250,Walking
0.15,0.1,0.06,0.14,0.14,0.09,0.08,0.11,0.08,0,0.1,0.06,0.12,0.07,0.11,0.09,0.11,0.13,0.09,0,0.08,0.11,0.09,0.11,0.08,0.14,0.09,0.13,0.06,0,0,9.98,0.18,2616.67,781.82,2233.33,Walking
0.13,0.12,0.1,0.09,0.11,0.1,0.11,0.13,0.08,0,0.1,0.1,0.1,0.06,0.08,0.13,0.11,0.15,0.1,0,0.06,0.09,0.09,0.09,0.18,0.1,0.07,0.1,0.14,0,0,9.77,0.21,2966.67,804.17,4450,Walking
0.14,0.1,0.08,0.12,0.16,0.13,0.05,0.08,0.08,0,0.08,0.09,0.09,0.07,0.1,0.14,0.1,0.16,0.09,0,0.08,0.1,0.11,0.07,0.13,0.07,0.12,0.13,0.11,0,0,9.91,0.18,1112.5,570,2600,Walking
0.15,0.11,0.07,0.13,0.13,0.12,0.06,0.11,0.08,0,0.11,0.08,0.1,0.1,0.09,0.12,0.1,0.1,0.11,0,0.08,0.08,0.12,0.12,0.08,0.06,0.12,0.11,0.12,0,0,9.62,0.34,1570,592.86,1491.67,Walking
0.12,0.15,0.07,0.13,0.13,0.07,0.12,0.09,0.09,0,0.1,0.09,0.08,0.07,0.1,0.13,0.09,0.14,0.09,0,0.09,0.09,0.08,0.1,0.11,0.11,0.13,0.09,0.11,0,0,9.87,0.32,1570,642.86,1800,Walking
0.06,0.07,0.12,0.06,0.06,0.04,0.04,0.03,0.05,0,0.04,0.07,0.05,0.04,0.06,0.04,0.08,0.08,0.06,0,0.05,0.05,0.05,0.06,0.04,0.05,0.07,0.06,0.07,0,0,5.5,0.24,1083.33,707.14,1650,Walking
0.04,0.12,0.11,0.07,0.14,0.12,0.1,0.1,0.17,0.05,0.07,0.09,0.11,0.11,0.05,0.16,0.14,0.14,0.08,0,0.07,0.09,0.07,0.12,0.1,0.13,0.1,0.14,0.08,0.12,0,8.18,0.52,700,568.75,3800,Jogging
0.1,0.11,0.12,0.07,0.16,0.07,0.11,0.1,0.06,0.08,0.1,0.1,0.11,0.14,0.09,0.13,0.09,0.07,0.08,0,0.06,0.08,0.09,0.14,0.1,0.14,0.14,0.12,0.11,0.05,0,6.76,-0.29,473.53,508.82,2925,Jogging
0.1,0.14,0.06,0.07,0.15,0.1,0.15,0.12,0.05,0.04,0.18,0.11,0.1,0.1,0.03,0.11,0.14,0.09,0.03,0,0.11,0.09,0.09,0.05,0.11,0.08,0.12,0.15,0.11,0.1,0,6.45,0.03,603.33,809.09,1220,Jogging
0.11,0.1,0.13,0.11,0.07,0.07,0.1,0.1,0.12,0.07,0.1,0.12,0.11,0.1,0.08,0.08,0.11,0.12,0.06,0,0.12,0.11,0.11,0.11,0.06,0.06,0.12,0.06,0.12,0.15,0,7.71,0.3,561.76,715.38,1483.33,Jogging
0.11,0.19,0.1,0.02,0.08,0.09,0.12,0.07,0.09,0.09,0.13,0.07,0.08,0.13,0.07,0.09,0.1,0.12,0.04,0,0.08,0.11,0.07,0.12,0.11,0.17,0.1,0.07,0.1,0.08,0,8.26,-0.19,571.88,715,600,Jogging
0.1,0.13,0.08,0.08,0.12,0.1,0.11,0.06,0.09,0.06,0.1,0.09,0.08,0.1,0.11,0.11,0.09,0.14,0.1,0,0.13,0.07,0.08,0.13,0.09,0.11,0.09,0.13,0.11,0.08,0,8.39,-0.4,465.79,465.79,2466.67,Jogging
0.11,0.16,0.06,0.11,0.06,0.11,0.06,0.1,0.11,0.09,0.13,0.11,0.09,0.14,0.1,0.08,0.06,0.08,0.1,0,0.11,0.07,0.12,0.11,0.04,0.1,0.15,0.13,0.09,0.1,0,7.12,-0.07,452.38,447.62,2433.33,Jogging
0.1,0.12,0.1,0.13,0.06,0.06,0.08,0.14,0.09,0.13,0.15,0.11,0.05,0.1,0.1,0.06,0.06,0.13,0.11,0,0.14,0.04,0.12,0.09,0.12,0.04,0.06,0.15,0.1,0.16,0,8.02,0.59,753.85,1044.44,3725,Jogging
0.11,0.13,0.13,0.13,0.06,0.1,0.08,0.1,0.09,0.07,0.13,0.09,0.11,0.11,0.07,0.07,0.1,0.1,0.09,0,0.13,0.11,0.12,0.1,0.11,0.07,0.1,0.1,0.08,0.11,0,7.75,-0.56,575,1033.33,2850,Jogging
0.11,0.1,0.15,0.09,0.07,0.09,0.11,0.1,0.11,0.1,0.11,0.13,0.1,0.06,0.14,0.06,0.13,0.09,0.08,0,0.12,0.1,0.11,0.1,0.11,0.08,0.09,0.1,0.12,0.11,0,7.42,-0.22,471.05,692.86,866.67,Jogging
0.15,0.12,0.07,0.11,0.1,0.07,0.14,0.06,0.09,0.06,0.1,0.09,0.16,0.07,0.12,0.05,0.12,0.1,0.12,0,0.16,0.11,0.13,0.1,0.09,0.1,0.08,0.12,0.07,0.07,0,7.76,-1.4,544.12,593.75,3075,Jogging
0.12,0.08,0.09,0.13,0.11,0.17,0.06,0.05,0.1,0.05,0.13,0.09,0.11,0.08,0.11,0.11,0.11,0.07,0.13,0,0.11,0.08,0.12,0.08,0.11,0.12,0.14,0.1,0.1,0.07,0,7.09,-0.6,397.83,568.75,3400,Jogging
0.06,0.11,0.05,0.17,0.13,0.09,0.13,0.14,0.09,0.04,0.1,0.1,0.12,0.11,0.08,0.12,0.06,0.16,0.1,0,0.08,0.06,0.11,0.11,0.12,0.08,0.1,0.12,0.16,0.08,0,7.58,0.17,763.64,758.33,1625,Jogging
0.08,0.08,0.11,0.09,0.14,0.08,0.08,0.14,0.14,0.03,0.08,0.09,0.12,0.12,0.07,0.14,0.11,0.09,0.11,0,0.12,0.1,0.1,0.12,0.08,0.09,0.07,0.1,0.11,0.13,0,7.88,0,535.29,492.11,1800,Jogging
0.13,0.06,0.11,0.13,0.11,0.09,0.11,0.07,0.12,0.08,0.09,0.12,0.09,0.08,0.13,0.09,0.09,0.09,0.12,0,0.11,0.06,0.11,0.11,0.13,0.09,0.08,0.16,0.05,0.11,0,7.93,-0.39,407.14,534.38,2983.33,Jogging
0.09,0.08,0.11,0.11,0.1,0.1,0.09,0.11,0.14,0.05,0.08,0.11,0.11,0.1,0.12,0.05,0.13,0.13,0.08,0,0.08,0.15,0.11,0.09,0.1,0.11,0.1,0.1,0.09,0.1,0,8.17,-0.47,544.12,519.44,1625,Jogging
0.11,0.09,0.13,0.09,0.12,0.08,0.11,0.1,0.1,0.06,0.15,0.1,0.11,0.1,0.1,0.12,0.08,0.11,0.03,0,0.13,0.11,0.08,0.07,0.08,0.07,0.11,0.14,0.1,0.14,0,6.14,0.29,556.25,885,3175,Jogging
0.13,0.04,0.14,0.06,0.1,0.14,0.12,0.06,0.14,0.07,0.1,0.13,0.08,0.09,0.1,0.09,0.09,0.11,0.07,0,0.13,0.17,0.07,0.07,0.08,0.09,0.09,0.13,0.1,0.09,0,7.8,-0.57,477.5,452.38,2100,Jogging
0.11,0.09,0.18,0.05,0.06,0.16,0.09,0.06,0.09,0.09,0.11,0.08,0.13,0.11,0.1,0.08,0.12,0.12,0.05,0,0.11,0.12,0.08,0.11,0.16,0.06,0.09,0.08,0.12,0.09,0,7.32,-0.57,616.67,711.54,1750,Jogging
0.13,0.07,0.13,0.11,0.06,0.11,0.1,0.09,0.13,0.04,0.09,0.08,0.08,0.15,0.12,0.12,0.13,0.05,0.11,0,0.04,0.15,0.09,0.11,0.12,0.14,0.08,0.07,0.09,0.14,0,7.21,-0.13,550,614.29,4125,Jogging
0.13,0.08,0.08,0.12,0.09,0.1,0.08,0.15,0.09,0.05,0.06,0.13,0.06,0.07,0.11,0.12,0.15,0.09,0.08,0,0.12,0.11,0.12,0.09,0.14,0.14,0.05,0.05,0.09,0.11,0,8.83,-0.74,680.77,531.25,1850,Jogging
0.1,0.08,0.08,0.14,0.09,0.07,0.14,0.15,0.09,0.07,0.05,0.11,0.12,0.08,0.15,0.16,0.08,0.1,0.06,0,0.1,0.13,0.08,0.11,0.12,0.08,0.11,0.07,0.08,0.15,0,7.46,-0.03,540.63,481.25,675,Jogging
0.09,0.11,0.1,0.06,0.11,0.16,0.08,0.12,0.11,0.07,0.07,0.08,0.11,0.16,0.13,0.09,0.11,0.11,0.05,0,0.08,0.14,0.11,0.09,0.06,0.14,0.09,0.08,0.14,0.09,0,7.41,-0.06,684.62,623.33,3650,Jogging
0.05,0.12,0.09,0.12,0.13,0.11,0.09,0.12,0.1,0.09,0.06,0.07,0.12,0.07,0.15,0.17,0.1,0.07,0.11,0,0.04,0.1,0.11,0.1,0.13,0.18,0.13,0.07,0.11,0.06,0,7.94,-0.38,596.88,561.76,2816.67,Jogging
0.08,0.07,0.08,0.12,0.16,0.12,0.11,0.12,0.06,0.07,0.08,0.13,0.08,0.09,0.13,0.12,0.09,0.1,0.1,0,0.09,0.11,0.13,0.12,0.08,0.1,0.14,0.06,0.09,0.1,0,7.78,-0.51,558.82,552.94,950,Jogging
0.05,0.05,0.04,0.12,0.07,0.09,0.08,0.08,0.06,0.03,0.05,0.07,0.08,0.06,0.07,0.07,0.05,0.05,0.09,0,0.03,0.06,0.06,0.12,0.07,0.07,0.07,0.05,0.09,0.04,0,5.05,-0.08,587.5,533.33,1583.33,Jogging
0.08,0.06,0.05,0.11,0.13,0.19,0.11,0.09,0.1,0.1,0.12,0.1,0.12,0.1,0.13,0.09,0.14,0.09,0.04,0.08,0.05,0.07,0.08,0.07,0.15,0.19,0.15,0.07,0.1,0.1,0,9.57,1.14,2916.67,1266.67,2233.33,Walking
0.04,0.09,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.12,0.1,0.1,0.1,0.14,0.13,0.13,0.07,0.11,0.05,0.08,0.03,0.07,0.11,0.14,0.14,0.15,0.09,0.09,0.14,0.07,0,9.74,0.94,2550,1092.86,1625,Walking
0.04,0.11,0.08,0.13,0.09,0.13,0.08,0.09,0.12,0.15,0.12,0.1,0.12,0.09,0.11,0.1,0.11,0.1,0.07,0.12,0.04,0.06,0.13,0.16,0.12,0.11,0.09,0.11,0.1,0.1,0,9.77,0.97,2162.5,1090,2162.5,Walking
0.06,0.06,0.12,0.1,0.1,0.12,0.09,0.1,0.15,0.12,0.12,0.1,0.09,0.1,0.1,0.12,0.08,0.08,0.12,0.11,0.07,0.12,0.13,0.08,0.09,0.11,0.1,0.1,0.11,0.12,0,9.93,0.99,1650,2175,1242.86,Walking
0.07,0.06,0.1,0.15,0.08,0.13,0.08,0.07,0.13,0.15,0.12,0.07,0.12,0.11,0.11,0.12,0.08,0.1,0.1,0.1,0.04,0.08,0.13,0.12,0.13,0.09,0.12,0.1,0.09,0.11,0,9.95,1.09,3875,1770,2212.5,Walking
0.06,0.07,0.12,0.14,0.1,0.08,0.13,0.09,0.1,0.13,0.13,0.08,0.09,0.13,0.09,0.12,0.07,0.12,0.13,0.06,0.05,0.09,0.11,0.11,0.09,0.14,0.1,0.13,0.1,0.11,0,9.84,1.16,1083.33,1760,2583.33,Walking
0.06,0.08,0.11,0.13,0.11,0.13,0.09,0.12,0.1,0.1,0.1,0.1,0.1,0.13,0.11,0.09,0.13,0.09,0.1,0.08,0.03,0.1,0.13,0.12,0.1,0.14,0.13,0.1,0.08,0.11,0,9.93,1.03,1766.67,1433.33,3200,Walking
0.09,0.06,0.12,0.12,0.1,0.12,0.1,0.08,0.12,0.12,0.11,0.1,0.09,0.09,0.15,0.13,0.1,0.13,0.06,0.07,0.07,0.07,0.08,0.14,0.15,0.1,0.11,0.1,0.09,0.12,0,9.85,0.97,2800,2237.5,1675,Walking
0.09,0.06,0.1,0.09,0.14,0.13,0.1,0.1,0.09,0.12,0.15,0.11,0.07,0.08,0.11,0.14,0.1,0.1,0.05,0.11,0.08,0.08,0.1,0.09,0.11,0.11,0.14,0.1,0.1,0.11,0,9.59,0.95,2883.33,1416.67,1637.5,Walking
0.09,0.07,0.13,0.11,0.09,0.07,0.18,0.1,0.09,0.09,0.1,0.08,0.1,0.13,0.09,0.16,0.11,0.08,0.06,0.11,0.08,0.14,0.1,0.12,0.09,0.09,0.1,0.09,0.08,0.14,0,10.11,0.76,1100,2175,2900,Walking
0.07,0.1,0.19,0.1,0.09,0.09,0.09,0.11,0.12,0.07,0.08,0.08,0.14,0.13,0.11,0.08,0.11,0.07,0.18,0.05,0.09,0.16,0.1,0.13,0.11,0.05,0.1,0.11,0.07,0.11,0,10.14,0.38,1816.67,3225,1510,Walking
0.15,0.21,0.08,0.03,0.08,0.06,0.12,0.12,0.08,0.1,0.02,0.04,0.09,0.1,0.12,0.07,0.15,0.12,0.24,0.08,0.16,0.17,0.1,0.12,0.08,0.05,0.06,0.1,0.08,0.11,0,11.91,-0.18,1675,1466.67,1100,Walking
0.28,0.18,0.09,0.05,0.05,0.05,0.08,0.07,0.1,0.08,0.03,0.14,0.11,0.07,0.06,0.06,0.08,0.19,0.2,0.1,0.31,0.15,0.04,0.1,0.07,0.06,0.04,0.08,0.08,0.07,0,11.33,-1.24,1450,1275,2750,Walking
0.24,0.25,0.12,0.02,0.05,0.01,0.07,0.09,0.07,0.1,0.01,0.12,0.24,0.03,0.03,0.06,0.07,0.08,0.2,0.19,0.25,0.27,0.04,0.04,0.09,0.07,0.04,0.02,0.1,0.09,0,11.07,-1.02,3150,2050,2112.5,Walking
0.16,0.23,0.08,0.05,0.06,0.1,0.09,0.11,0.09,0.06,0.08,0.22,0.09,0.05,0.05,0.08,0.13,0.13,0.06,0.13,0.13,0.15,0.13,0.09,0.07,0.06,0.14,0.07,0.12,0.07,0,9.82,0.04,3325,1125,2225,Walking
0.06,0.09,0.14,0.14,0.07,0.1,0.13,0.1,0.12,0.08,0.06,0.07,0.11,0.09,0.08,0.19,0.1,0.13,0.05,0.14,0.18,0.09,0.06,0.09,0.12,0.06,0.08,0.12,0.14,0.08,0,10.65,0.42,1650,1816.67,1637.5,Walking
0.15,0.2,0.11,0.09,0.04,0.05,0.11,0.07,0.1,0.11,0.03,0.05,0.11,0.12,0.09,0.11,0.11,0.12,0.08,0.2,0.3,0.09,0.06,0.08,0.08,0.07,0.1,0.08,0.09,0.07,0,11.54,-0.91,3975,2250,4500,Walking
0.12,0.13,0.08,0.08,0.12,0.11,0.11,0.1,0.07,0.09,0.08,0.08,0.19,0.07,0.12,0.07,0.1,0.08,0.1,0.14,0.17,0.08,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.09,0,10.24,0.34,2900,1450,2175,Walking
0.09,0.1,0.09,0.12,0.13,0.09,0.07,0.14,0.07,0.13,0.1,0.16,0.08,0.13,0.08,0.08,0.08,0.11,0.11,0.11,0.03,0.11,0.13,0.12,0.13,0.09,0.1,0.1,0.11,0.11,0,9.78,0.99,3200,1720,2866.67,Walking
0.08,0.07,0.12,0.12,0.1,0.08,0.1,0.11,0.12,0.12,0.09,0.14,0.1,0.12,0.09,0.07,0.15,0.11,0.06,0.09,0.06,0.09,0.09,0.1,0.13,0.11,0.14,0.13,0.09,0.08,0,9.73,0.92,3325,1770,1770,Walking
0.1,0.06,0.12,0.14,0.09,0.08,0.11,0.1,0.1,0.13,0.13,0.09,0.11,0.12,0.09,0.08,0.09,0.09,0.1,0.12,0.08,0.1,0.06,0.1,0.13,0.13,0.12,0.13,0.06,0.11,0,9.87,0.9,2325,1258.33,2516.67,Walking
0.07,0.09,0.11,0.13,0.1,0.1,0.11,0.09,0.09,0.14,0.14,0.09,0.09,0.11,0.11,0.11,0.06,0.12,0.08,0.13,0.07,0.1,0.06,0.1,0.11,0.16,0.1,0.11,0.1,0.12,0,9.87,1.1,2750,1071.43,1875,Walking
0.09,0.06,0.13,0.13,0.11,0.1,0.08,0.1,0.12,0.11,0.08,0.15,0.07,0.14,0.1,0.09,0.11,0.14,0.1,0.05,0.07,0.09,0.11,0.11,0.12,0.08,0.13,0.14,0.1,0.09,0,9.89,0.99,4375,1250,1816.67,Walking
0.13,0.04,0.15,0.07,0.09,0.15,0.13,0.09,0.09,0.1,0.12,0.13,0.11,0.07,0.12,0.08,0.1,0.05,0.07,0.18,0.11,0.11,0.09,0.07,0.09,0.11,0.12,0.11,0.1,0.12,0,9.86,0.89,1600,918.75,1225,Walking
0.11,0.07,0.12,0.1,0.1,0.11,0.11,0.08,0.12,0.1,0.13,0.09,0.11,0.09,0.09,0.06,0.12,0.1,0.09,0.15,0.11,0.09,0.11,0.11,0.06,0.1,0.11,0.13,0.09,0.12,0,10.04,0.92,1737.5,2816.67,1850,Walking
0.09,0.08,0.12,0.11,0.1,0.11,0.08,0.13,0.11,0.09,0.14,0.1,0.11,0.1,0.1,0.07,0.1,0.11,0.11,0.08,0.06,0.1,0.12,0.09,0.1,0.16,0.1,0.08,0.09,0.12,0,9.59,1.02,1912.5,1740,2900,Walking
0.09,0.09,0.11,0.09,0.12,0.13,0.08,0.13,0.1,0.08,0.13,0.09,0.1,0.1,0.1,0.11,0.12,0.05,0.08,0.13,0.07,0.12,0.11,0.11,0.11,0.09,0.09,0.08,0.13,0.11,0,9.84,0.97,2516.67,1221.43,3775,Walking
0.09,0.07,0.09,0.09,0.14,0.13,0.11,0.12,0.1,0.09,0.15,0.1,0.04,0.11,0.1,0.15,0.11,0.07,0.09,0.12,0.09,0.09,0.09,0.11,0.08,0.08,0.11,0.16,0.12,0.11,0,9.84,1.14,1800,2283.33,1235.71,Walking
0.1,0.07,0.08,0.13,0.1,0.14,0.13,0.08,0.13,0.07,0.13,0.09,0.07,0.12,0.11,0.1,0.1,0.12,0.07,0.11,0.08,0.07,0.08,0.12,0.12,0.11,0.09,0.11,0.13,0.11,0,9.9,1.06,1650,2200,4375,Walking
0.11,0.07,0.07,0.1,0.14,0.13,0.09,0.13,0.1,0.08,0.1,0.11,0.07,0.13,0.13,0.12,0.09,0.11,0.09,0.07,0.09,0.07,0.12,0.09,0.13,0.09,0.09,0.07,0.17,0.1,0,9.81,1.06,1466.67,2933.33,1833.33,Walking
0.09,0.07,0.1,0.12,0.12,0.12,0.13,0.12,0.08,0.08,0.13,0.1,0.08,0.09,0.15,0.13,0.11,0.08,0.09,0.06,0.11,0.04,0.14,0.08,0.11,0.09,0.09,0.16,0.11,0.1,0,9.58,1.01,2166.67,1458.33,2533.33,Walking
0.05,0.1,0.08,0.07,0.12,0.09,0.12,0.09,0.06,0.07,0.1,0.1,0.05,0.1,0.1,0.11,0.07,0.09,0.07,0.07,0.05,0.06,0.08,0.1,0.08,0.11,0.09,0.08,0.11,0.09,0,8.11,1.16,2200,1850,1625,Walking
0.09,0.09,0.13,0.09,0.14,0.11,0.1,0.1,0.1,0.07,0.13,0.11,0.1,0.07,0.08,0.13,0.12,0.1,0.11,0,0.07,0.09,0.12,0.07,0.12,0.12,0.12,0.11,0.13,0.08,0,7.36,0.06,667.86,522.22,1787.5,Jogging
0.12,0.14,0.1,0.05,0.08,0.13,0.12,0.07,0.07,0.09,0.1,0.13,0.11,0.07,0.08,0.13,0.12,0.06,0.08,0,0.09,0.06,0.12,0.11,0.11,0.12,0.08,0.13,0.12,0.07,0,7.38,-0.22,678.57,528.57,1783.33,Jogging
0.08,0.12,0.15,0.06,0.06,0.14,0.11,0.07,0.1,0.09,0.11,0.16,0.12,0.07,0.12,0.06,0.13,0.08,0.07,0,0.06,0.07,0.12,0.14,0.07,0.13,0.08,0.14,0.14,0.09,0,6.24,0.34,584.38,860,3350,Jogging
0.11,0.16,0.1,0.08,0.08,0.08,0.07,0.06,0.16,0.11,0.06,0.14,0.11,0.08,0.1,0.09,0.1,0.09,0.13,0,0.12,0.11,0.1,0.1,0.09,0.1,0.13,0.09,0.11,0.08,0,7.99,-0.4,633.33,988.89,1916.67,Jogging
0.11,0.16,0.12,0.07,0.05,0.12,0.14,0.03,0.1,0.09,0.09,0.13,0.1,0.09,0.09,0.08,0.14,0.13,0.05,0,0.12,0.07,0.08,0.14,0.11,0.1,0.1,0.08,0.13,0.1,0,7.56,-0.17,590.63,575,1625,Jogging
0.11,0.08,0.1,0.1,0.12,0.12,0.08,0.09,0.09,0.1,0.1,0.13,0.08,0.13,0.09,0.1,0.11,0.1,0.09,0,0.09,0.06,0.09,0.08,0.07,0.16,0.12,0.13,0.13,0.09,0,7.36,0.3,661.54,476.32,3250,Jogging
0.09,0.13,0.13,0.06,0.1,0.09,0.09,0.16,0.1,0.06,0.03,0.2,0.16,0.11,0.07,0.09,0.07,0.09,0.11,0,0.09,0.06,0.09,0.07,0.13,0.1,0.12,0.09,0.15,0.13,0,6.72,0.89,537.5,563.33,2333.33,Jogging
0.11,0.14,0.08,0.1,0.05,0.08,0.08,0.08,0.19,0.08,0.1,0.07,0.13,0.09,0.13,0.09,0.07,0.1,0.03,0,0.15,0.13,0.07,0.13,0.08,0.07,0.13,0.06,0.1,0.11,0,7.98,-0.64,639.29,679.17,2233.33,Jogging
0.11,0.12,0.1,0.11,0.11,0.08,0.1,0.11,0.11,0.07,0.14,0.1,0.12,0.09,0.1,0.08,0.08,0.07,0.08,0,0.19,0.13,0.12,0.09,0.06,0.09,0.09,0.11,0.1,0.05,0,7.24,-1.46,561.76,863.64,2700,Jogging
0.1,0.14,0.1,0.08,0.11,0.1,0.11,0.1,0.08,0.09,0.14,0.09,0.08,0.12,0.1,0.1,0.1,0.07,0.07,0,0.12,0.09,0.1,0.09,0.11,0.11,0.07,0.1,0.11,0.13,0,7.08,0.08,566.67,768.18,950,Jogging
0.11,0.1,0.14,0.11,0.07,0.07,0.09,0.13,0.12,0.08,0.11,0.1,0.09,0.1,0.09,0.13,0.09,0.11,0.1,0,0.11,0.12,0.14,0.1,0.12,0.09,0.08,0.06,0.08,0.12,0,7.72,-0.52,653.33,671.43,2850,Jogging
0.13,0.07,0.13,0.07,0.09,0.11,0.12,0.12,0.08,0.05,0.11,0.09,0.1,0.08,0.07,0.12,0.12,0.1,0.1,0,0.16,0.06,0.12,0.07,0.09,0.11,0.1,0.11,0.13,0.07,0,8.09,-0.5,536.11,571.88,2500,Jogging
