@relation activity_recognition_labeled-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R43-weka.filters.unsupervised.attribute.Remove-R41-42

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute X5 numeric
@attribute X6 numeric
@attribute X7 numeric
@attribute X8 numeric
@attribute X9 numeric
@attribute Y0 numeric
@attribute Y1 numeric
@attribute Y2 numeric
@attribute Y3 numeric
@attribute Y4 numeric
@attribute Y5 numeric
@attribute Y6 numeric
@attribute Y7 numeric
@attribute Y8 numeric
@attribute Y9 numeric
@attribute Z0 numeric
@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Z8 numeric
@attribute Z9 numeric
@attribute XAVG numeric
@attribute YAVG numeric
@attribute ZAVG numeric
@attribute XPEAK numeric
@attribute YPEAK numeric
@attribute ZPEAK numeric
@attribute XABSOLDEV numeric
@attribute YABSOLDEV numeric
@attribute ZABSOLDEV numeric
@attribute XSTANDDEV numeric
@attribute class {Walking,Jogging,Upstairs,Downstairs,Sitting,Standing}

@data
0.02,0.07,0.09,0.03,0.1,0.17,0.09,0.07,0.17,0,0.13,0.15,0.1,0.11,0.16,0.07,0.06,0.07,0.1,0,0.14,0.1,0.15,0.13,0.11,0.06,0.06,0.1,0.07,0,0,8.45,-0.76,1433.33,905.56,2500,6.47,3.32,2.83,7.77,Walking
0.01,0.08,0.07,0.04,0.1,0.12,0.21,0.11,0.11,0,0.11,0.14,0.11,0.15,0.12,0.09,0.12,0.03,0.09,0,0.16,0.16,0.12,0.12,0.08,0.07,0.08,0.07,0.08,0,0,8.43,-1.03,3875,1540,2583.33,6.26,3,3,7.46,Walking
0.03,0.09,0.08,0.03,0.06,0.12,0.17,0.12,0.11,0,0.07,0.21,0.12,0.15,0.13,0.06,0.08,0.04,0.12,0,0.16,0.11,0.16,0.11,0.08,0.12,0.06,0.06,0.08,0,0,8.48,-0.92,1800,1100,3600,6.6,3.15,2.82,8.05,Walking
0.03,0.1,0.06,0.05,0.08,0.08,0.18,0.13,0.13,0,0.08,0.17,0.1,0.18,0.17,0.05,0.1,0.04,0.02,0,0.18,0.14,0.14,0.11,0.07,0.1,0.08,0.06,0.09,0,0,8.65,-1.28,1300,2516.67,1900,6.31,3.13,2.76,7.49,Walking
0.01,0.11,0.04,0.07,0.07,0.1,0.14,0.13,0.2,0,0.11,0.22,0.11,0.14,0.11,0.07,0.07,0.05,0.05,0,0.15,0.11,0.12,0.06,0.1,0.16,0.08,0.08,0.09,0,0,8.16,-1,1600,1056.25,2133.33,6.51,3.17,2.59,7.62,Walking
0.01,0.08,0.03,0.05,0.08,0.17,0.11,0.15,0.12,0,0.14,0.11,0.12,0.16,0.15,0.08,0.09,0.04,0.09,0,0.14,0.19,0.09,0.1,0.08,0.11,0.07,0.1,0.07,0,0,8.29,-1.02,1816.67,1270,1650,6.87,2.99,2.8,8.15,Walking
0,0.09,0.08,0.03,0.01,0.11,0.17,0.18,0.14,0,0.13,0.18,0.14,0.13,0.14,0.05,0.07,0.05,0.09,0,0.12,0.17,0.1,0.14,0.08,0.08,0.09,0.1,0.08,0,0,8.09,-0.74,1358.33,1430,1787.5,6.92,3.12,2.64,8.15,Walking
0.01,0.08,0.04,0.04,0.11,0.16,0.14,0.1,0.17,0,0.1,0.14,0.12,0.15,0.16,0.07,0.08,0.06,0.09,0,0.15,0.11,0.14,0.11,0.11,0.08,0.07,0.11,0.05,0,0,8.49,-1.02,1312.5,1081.25,3200,6.47,2.99,2.62,7.61,Walking
0.14,0.1,0.15,0.11,0.12,0.08,0.11,0.07,0.07,0,0.12,0.07,0.13,0.11,0.07,0.11,0.08,0.13,0.08,0,0.13,0.09,0.04,0.05,0.11,0.1,0.11,0.16,0.13,0,0,9.72,0.31,3300,727.27,2200,4.29,3.76,2.9,5.6,Walking
0.16,0.11,0.2,0.07,0.09,0.08,0.09,0.08,0.07,0,0.1,0.09,0.08,0.09,0.07,0.09,0.15,0.14,0.12,0,0.14,0.05,0.09,0.13,0.09,0.07,0.09,0.08,0.15,0,0,9.96,0.14,4375,875,2566.67,4.22,3.44,3.31,5.62,Walking
0.15,0.11,0.11,0.18,0.1,0.07,0.08,0.08,0.07,0,0.1,0.09,0.12,0.08,0.05,0.09,0.14,0.1,0.11,0,0.09,0.1,0.07,0.11,0.1,0.09,0.14,0.11,0.07,0,0,10.02,0.27,1100,513.89,1100,4.36,3.8,2.98,5.77,Walking
0.16,0.08,0.12,0.11,0.13,0.09,0.08,0.11,0.09,0,0.11,0.08,0.09,0.08,0.09,0.11,0.09,0.17,0.08,0,0.1,0.08,0.1,0.09,0.08,0.13,0.1,0.08,0.16,0,0,9.8,0.36,1520,831.82,1300,4.59,3.62,3.02,5.92,Walking
0.12,0.13,0.12,0.15,0.13,0.09,0.05,0.07,0.1,0,0.09,0.12,0.05,0.07,0.09,0.12,0.1,0.14,0.09,0,0.07,0.13,0.08,0.13,0.09,0.05,0.15,0.13,0.08,0,0,10.12,0.14,3275,656.67,2566.67,4.29,3.63,2.86,5.72,Walking
0.13,0.13,0.09,0.14,0.12,0.11,0.07,0.06,0.1,0,0.09,0.12,0.08,0.1,0.08,0.11,0.11,0.09,0.11,0,0.1,0.08,0.05,0.14,0.13,0.09,0.11,0.14,0.08,0,0,9.92,0.17,1912.5,737.5,1740,4.45,3.63,2.75,5.83,Walking
0.15,0.1,0.14,0.1,0.07,0.12,0.09,0.1,0.08,0,0.08,0.09,0.1,0.11,0.08,0.08,0.17,0.08,0.14,0,0.1,0.07,0.12,0.08,0.09,0.11,0.11,0.09,0.15,0,0,9.95,0.2,2212.5,1400,1675,4.44,3.44,2.96,5.73,Walking
0.11,0.13,0.14,0.11,0.08,0.08,0.06,0.14,0.09,0,0.1,0.06,0.09,0.09,0.12,0.1,0.1,0.11,0.13,0,0.06,0.12,0.07,0.11,0.1,0.12,0.14,0.11,0.11,0,0,9.92,0.32,2583.33,983.33,3875,4.49,3.42,2.72,5.77,Walking
0.14,0.11,0.13,0.13,0.07,0.1,0.09,0.1,0.07,0,0.08,0.09,0.1,0.08,0.08,0.13,0.1,0.11,0.14,0,0.09,0.08,0.1,0.11,0.07,0.13,0.12,0.09,0.13,0,0,10.06,0.29,3350,895,1308.33,4.45,3.38,2.87,5.77,Walking
0.12,0.11,0.12,0.09,0.13,0.07,0.08,0.09,0.12,0,0.11,0.06,0.08,0.13,0.11,0.11,0.08,0.14,0.11,0,0.06,0.07,0.1,0.07,0.14,0.12,0.11,0.12,0.1,0,0,9.71,0.57,2500,966.67,1600,4.79,3.39,2.88,6.12,Walking
0.14,0.1,0.14,0.1,0.11,0.09,0.08,0.13,0.07,0,0.07,0.09,0.09,0.08,0.12,0.14,0.1,0.14,0.11,0,0.05,0.11,0.07,0.12,0.1,0.15,0.07,0.11,0.14,0,0,9.92,0.28,1675,994.44,2800,4.39,3.11,2.74,5.64,Walking
0.12,0.13,0.1,0.13,0.11,0.11,0.04,0.11,0.1,0,0.09,0.07,0.09,0.1,0.07,0.13,0.12,0.12,0.12,0,0.06,0.09,0.09,0.12,0.13,0.12,0.09,0.1,0.11,0,0,10.06,0.41,2933.33,831.82,2216.67,4.57,3.34,2.94,5.85,Walking
0.12,0.09,0.13,0.14,0.09,0.12,0.06,0.1,0.07,0,0.1,0.08,0.11,0.09,0.07,0.13,0.1,0.06,0.19,0,0.09,0.09,0.1,0.11,0.08,0.07,0.13,0.12,0.1,0,0,9.92,0.29,2200,673.08,2187.5,4.59,3.58,2.89,5.9,Walking
0.13,0.09,0.1,0.16,0.1,0.1,0.08,0.11,0.08,0,0.11,0.08,0.08,0.11,0.06,0.16,0.11,0.1,0.13,0,0.07,0.06,0.11,0.11,0.1,0.12,0.12,0.12,0.1,0,0,9.85,0.32,4325,642.86,1441.67,4.53,3.43,2.76,5.79,Walking
0.15,0.09,0.1,0.15,0.11,0.08,0.12,0.08,0.08,0,0.1,0.07,0.1,0.08,0.09,0.15,0.1,0.13,0.09,0,0.06,0.09,0.09,0.12,0.14,0.1,0.12,0.11,0.11,0,0,9.87,0.22,1675,818.18,1700,4.41,3.33,2.7,5.64,Walking
0.09,0.12,0.15,0.12,0.11,0.09,0.08,0.1,0.09,0,0.1,0.05,0.15,0.05,0.09,0.14,0.1,0.1,0.12,0,0.06,0.1,0.1,0.1,0.08,0.11,0.14,0.13,0.1,0,0,9.86,0.27,1337.5,689.29,1730,4.35,3.49,2.68,5.69,Walking
0.12,0.13,0.09,0.12,0.15,0.07,0.08,0.11,0.08,0,0.09,0.05,0.12,0.07,0.12,0.1,0.1,0.16,0.12,0,0.06,0.1,0.11,0.07,0.13,0.14,0.09,0.12,0.09,0,0,10,0.14,1866.67,975,1866.67,4.57,3.33,2.75,5.85,Walking
0.15,0.11,0.09,0.12,0.1,0.09,0.09,0.1,0.09,0,0.12,0.09,0.1,0.08,0.08,0.1,0.1,0.13,0.11,0,0.09,0.09,0.1,0.11,0.12,0.09,0.07,0.12,0.12,0,0,9.8,0.25,2212.5,804.55,2250,4.73,3.67,3.03,5.95,Walking
0.15,0.1,0.06,0.14,0.14,0.09,0.08,0.11,0.08,0,0.1,0.06,0.12,0.07,0.11,0.09,0.11,0.13,0.09,0,0.08,0.11,0.09,0.11,0.08,0.14,0.09,0.13,0.06,0,0,9.98,0.18,2616.67,781.82,2233.33,4.68,3.54,2.9,5.98,Walking
0.13,0.12,0.1,0.09,0.11,0.1,0.11,0.13,0.08,0,0.1,0.1,0.1,0.06,0.08,0.13,0.11,0.15,0.1,0,0.06,0.09,0.09,0.09,0.18,0.1,0.07,0.1,0.14,0,0,9.77,0.21,2966.67,804.17,4450,4.66,3.44,2.8,5.88,Walking
0.14,0.1,0.08,0.12,0.16,0.13,0.05,0.08,0.08,0,0.08,0.09,0.09,0.07,0.1,0.14,0.1,0.16,0.09,0,0.08,0.1,0.11,0.07,0.13,0.07,0.12,0.13,0.11,0,0,9.91,0.18,1112.5,570,2600,4.47,3.29,2.8,5.7,Walking
0.15,0.11,0.07,0.13,0.13,0.12,0.06,0.11,0.08,0,0.11,0.08,0.1,0.1,0.09,0.12,0.1,0.1,0.11,0,0.08,0.08,0.12,0.12,0.08,0.06,0.12,0.11,0.12,0,0,9.62,0.34,1570,592.86,1491.67,4.56,3.6,3,5.77,Walking
0.12,0.15,0.07,0.13,0.13,0.07,0.12,0.09,0.09,0,0.1,0.09,0.08,0.07,0.1,0.13,0.09,0.14,0.09,0,0.09,0.09,0.08,0.1,0.11,0.11,0.13,0.09,0.11,0,0,9.87,0.32,1570,642.86,1800,4.55,3.51,2.9,5.82,Walking
0.06,0.07,0.12,0.06,0.06,0.04,0.04,0.03,0.05,0,0.04,0.07,0.05,0.04,0.06,0.04,0.08,0.08,0.06,0,0.05,0.05,0.05,0.06,0.04,0.05,0.07,0.06,0.07,0,0,5.5,0.24,1083.33,707.14,1650,2.25,2.77,1.67,5.55,Walking
0.04,0.12,0.11,0.07,0.14,0.12,0.1,0.1,0.17,0.05,0.07,0.09,0.11,0.11,0.05,0.16,0.14,0.14,0.08,0,0.07,0.09,0.07,0.12,0.1,0.13,0.1,0.14,0.08,0.12,0,8.18,0.52,700,568.75,3800,10.31,7.26,4.13,11.93,Jogging
0.1,0.11,0.12,0.07,0.16,0.07,0.11,0.1,0.06,0.08,0.1,0.1,0.11,0.14,0.09,0.13,0.09,0.07,0.08,0,0.06,0.08,0.09,0.14,0.1,0.14,0.14,0.12,0.11,0.05,0,6.76,-0.29,473.53,508.82,2925,10.23,7.4,3.23,11.94,Jogging
0.1,0.14,0.06,0.07,0.15,0.1,0.15,0.12,0.05,0.04,0.18,0.11,0.1,0.1,0.03,0.11,0.14,0.09,0.03,0,0.11,0.09,0.09,0.05,0.11,0.08,0.12,0.15,0.11,0.1,0,6.45,0.03,603.33,809.09,1220,10.61,7.83,3.89,11.96,Jogging
0.11,0.1,0.13,0.11,0.07,0.07,0.1,0.1,0.12,0.07,0.1,0.12,0.11,0.1,0.08,0.08,0.11,0.12,0.06,0,0.12,0.11,0.11,0.11,0.06,0.06,0.12,0.06,0.12,0.15,0,7.71,0.3,561.76,715.38,1483.33,11.13,8.15,4.81,12.78,Jogging
0.11,0.19,0.1,0.02,0.08,0.09,0.12,0.07,0.09,0.09,0.13,0.07,0.08,0.13,0.07,0.09,0.1,0.12,0.04,0,0.08,0.11,0.07,0.12,0.11,0.17,0.1,0.07,0.1,0.08,0,8.26,-0.19,571.88,715,600,11.59,8.19,3.88,12.94,Jogging
0.1,0.13,0.08,0.08,0.12,0.1,0.11,0.06,0.09,0.06,0.1,0.09,0.08,0.1,0.11,0.11,0.09,0.14,0.1,0,0.13,0.07,0.08,0.13,0.09,0.11,0.09,0.13,0.11,0.08,0,8.39,-0.4,465.79,465.79,2466.67,10.69,7.97,3.88,12.36,Jogging
0.11,0.16,0.06,0.11,0.06,0.11,0.06,0.1,0.11,0.09,0.13,0.11,0.09,0.14,0.1,0.08,0.06,0.08,0.1,0,0.11,0.07,0.12,0.11,0.04,0.1,0.15,0.13,0.09,0.1,0,7.12,-0.07,452.38,447.62,2433.33,11.22,8.14,4.19,12.87,Jogging
0.1,0.12,0.1,0.13,0.06,0.06,0.08,0.14,0.09,0.13,0.15,0.11,0.05,0.1,0.1,0.06,0.06,0.13,0.11,0,0.14,0.04,0.12,0.09,0.12,0.04,0.06,0.15,0.1,0.16,0,8.02,0.59,753.85,1044.44,3725,10.98,8.82,4.95,12.68,Jogging
0.11,0.13,0.13,0.13,0.06,0.1,0.08,0.1,0.09,0.07,0.13,0.09,0.11,0.11,0.07,0.07,0.1,0.1,0.09,0,0.13,0.11,0.12,0.1,0.11,0.07,0.1,0.1,0.08,0.11,0,7.75,-0.56,575,1033.33,2850,10.24,8.42,4.18,12.06,Jogging
0.11,0.1,0.15,0.09,0.07,0.09,0.11,0.1,0.11,0.1,0.11,0.13,0.1,0.06,0.14,0.06,0.13,0.09,0.08,0,0.12,0.1,0.11,0.1,0.11,0.08,0.09,0.1,0.12,0.11,0,7.42,-0.22,471.05,692.86,866.67,10.69,8.1,4.17,12.38,Jogging
0.15,0.12,0.07,0.11,0.1,0.07,0.14,0.06,0.09,0.06,0.1,0.09,0.16,0.07,0.12,0.05,0.12,0.1,0.12,0,0.16,0.11,0.13,0.1,0.09,0.1,0.08,0.12,0.07,0.07,0,7.76,-1.4,544.12,593.75,3075,10.81,8.14,3.82,12.45,Jogging
0.12,0.08,0.09,0.13,0.11,0.17,0.06,0.05,0.1,0.05,0.13,0.09,0.11,0.08,0.11,0.11,0.11,0.07,0.13,0,0.11,0.08,0.12,0.08,0.11,0.12,0.14,0.1,0.1,0.07,0,7.09,-0.6,397.83,568.75,3400,9.67,7.79,3.48,11.48,Jogging
0.06,0.11,0.05,0.17,0.13,0.09,0.13,0.14,0.09,0.04,0.1,0.1,0.12,0.11,0.08,0.12,0.06,0.16,0.1,0,0.08,0.06,0.11,0.11,0.12,0.08,0.1,0.12,0.16,0.08,0,7.58,0.17,763.64,758.33,1625,9.46,7.92,3.84,11.21,Jogging
0.08,0.08,0.11,0.09,0.14,0.08,0.08,0.14,0.14,0.03,0.08,0.09,0.12,0.12,0.07,0.14,0.11,0.09,0.11,0,0.12,0.1,0.1,0.12,0.08,0.09,0.07,0.1,0.11,0.13,0,7.88,0,535.29,492.11,1800,10.46,7.59,4.46,12.22,Jogging
0.13,0.06,0.11,0.13,0.11,0.09,0.11,0.07,0.12,0.08,0.09,0.12,0.09,0.08,0.13,0.09,0.09,0.09,0.12,0,0.11,0.06,0.11,0.11,0.13,0.09,0.08,0.16,0.05,0.11,0,7.93,-0.39,407.14,534.38,2983.33,10.28,8.01,3.75,12.09,Jogging
0.09,0.08,0.11,0.11,0.1,0.1,0.09,0.11,0.14,0.05,0.08,0.11,0.11,0.1,0.12,0.05,0.13,0.13,0.08,0,0.08,0.15,0.11,0.09,0.1,0.11,0.1,0.1,0.09,0.1,0,8.17,-0.47,544.12,519.44,1625,10.72,8.02,3.76,12.42,Jogging
0.11,0.09,0.13,0.09,0.12,0.08,0.11,0.1,0.1,0.06,0.15,0.1,0.11,0.1,0.1,0.12,0.08,0.11,0.03,0,0.13,0.11,0.08,0.07,0.08,0.07,0.11,0.14,0.1,0.14,0,6.14,0.29,556.25,885,3175,10.58,7.45,4.55,12.27,Jogging
0.13,0.04,0.14,0.06,0.1,0.14,0.12,0.06,0.14,0.07,0.1,0.13,0.08,0.09,0.1,0.09,0.09,0.11,0.07,0,0.13,0.17,0.07,0.07,0.08,0.09,0.09,0.13,0.1,0.09,0,7.8,-0.57,477.5,452.38,2100,10.99,8.28,4.12,12.53,Jogging
0.11,0.09,0.18,0.05,0.06,0.16,0.09,0.06,0.09,0.09,0.11,0.08,0.13,0.11,0.1,0.08,0.12,0.12,0.05,0,0.11,0.12,0.08,0.11,0.16,0.06,0.09,0.08,0.12,0.09,0,7.32,-0.57,616.67,711.54,1750,10.54,7.77,3.85,12.13,Jogging
0.13,0.07,0.13,0.11,0.06,0.11,0.1,0.09,0.13,0.04,0.09,0.08,0.08,0.15,0.12,0.12,0.13,0.05,0.11,0,0.04,0.15,0.09,0.11,0.12,0.14,0.08,0.07,0.09,0.14,0,7.21,-0.13,550,614.29,4125,10.74,7.12,3.7,12.45,Jogging
0.13,0.08,0.08,0.12,0.09,0.1,0.08,0.15,0.09,0.05,0.06,0.13,0.06,0.07,0.11,0.12,0.15,0.09,0.08,0,0.12,0.11,0.12,0.09,0.14,0.14,0.05,0.05,0.09,0.11,0,8.83,-0.74,680.77,531.25,1850,10.86,7.7,3.79,12.56,Jogging
0.1,0.08,0.08,0.14,0.09,0.07,0.14,0.15,0.09,0.07,0.05,0.11,0.12,0.08,0.15,0.16,0.08,0.1,0.06,0,0.1,0.13,0.08,0.11,0.12,0.08,0.11,0.07,0.08,0.15,0,7.46,-0.03,540.63,481.25,675,10.54,7.16,4.22,12.28,Jogging
0.09,0.11,0.1,0.06,0.11,0.16,0.08,0.12,0.11,0.07,0.07,0.08,0.11,0.16,0.13,0.09,0.11,0.11,0.05,0,0.08,0.14,0.11,0.09,0.06,0.14,0.09,0.08,0.14,0.09,0,7.41,-0.06,684.62,623.33,3650,10.64,7.41,3.86,12.08,Jogging
0.05,0.12,0.09,0.12,0.13,0.11,0.09,0.12,0.1,0.09,0.06,0.07,0.12,0.07,0.15,0.17,0.1,0.07,0.11,0,0.04,0.1,0.11,0.1,0.13,0.18,0.13,0.07,0.11,0.06,0,7.94,-0.38,596.88,561.76,2816.67,9.91,7.02,2.89,11.68,Jogging
0.08,0.07,0.08,0.12,0.16,0.12,0.11,0.12,0.06,0.07,0.08,0.13,0.08,0.09,0.13,0.12,0.09,0.1,0.1,0,0.09,0.11,0.13,0.12,0.08,0.1,0.14,0.06,0.09,0.1,0,7.78,-0.51,558.82,552.94,950,10.01,7.58,3.57,11.73,Jogging
0.05,0.05,0.04,0.12,0.07,0.09,0.08,0.08,0.06,0.03,0.05,0.07,0.08,0.06,0.07,0.07,0.05,0.05,0.09,0,0.03,0.06,0.06,0.12,0.07,0.07,0.07,0.05,0.09,0.04,0,5.05,-0.08,587.5,533.33,1583.33,6.08,4.84,2.14,11.17,Jogging
0.08,0.06,0.05,0.11,0.13,0.19,0.11,0.09,0.1,0.1,0.12,0.1,0.12,0.1,0.13,0.09,0.14,0.09,0.04,0.08,0.05,0.07,0.08,0.07,0.15,0.19,0.15,0.07,0.1,0.1,0,9.57,1.14,2916.67,1266.67,2233.33,3.3,3.96,2.97,4.21,Walking
0.04,0.09,0.11,0.11,0.11,0.1,0.11,0.1,0.13,0.12,0.1,0.1,0.1,0.14,0.13,0.13,0.07,0.11,0.05,0.08,0.03,0.07,0.11,0.14,0.14,0.15,0.09,0.09,0.14,0.07,0,9.74,0.94,2550,1092.86,1625,3.62,3.74,2.94,4.44,Walking
0.04,0.11,0.08,0.13,0.09,0.13,0.08,0.09,0.12,0.15,0.12,0.1,0.12,0.09,0.11,0.1,0.11,0.1,0.07,0.12,0.04,0.06,0.13,0.16,0.12,0.11,0.09,0.11,0.1,0.1,0,9.77,0.97,2162.5,1090,2162.5,3.62,4.15,3.14,4.38,Walking
0.06,0.06,0.12,0.1,0.1,0.12,0.09,0.1,0.15,0.12,0.12,0.1,0.09,0.1,0.1,0.12,0.08,0.08,0.12,0.11,0.07,0.12,0.13,0.08,0.09,0.11,0.1,0.1,0.11,0.12,0,9.93,0.99,1650,2175,1242.86,3.6,4.19,3.54,4.42,Walking
0.07,0.06,0.1,0.15,0.08,0.13,0.08,0.07,0.13,0.15,0.12,0.07,0.12,0.11,0.11,0.12,0.08,0.1,0.1,0.1,0.04,0.08,0.13,0.12,0.13,0.09,0.12,0.1,0.09,0.11,0,9.95,1.09,3875,1770,2212.5,3.73,4.07,3.36,4.47,Walking
0.06,0.07,0.12,0.14,0.1,0.08,0.13,0.09,0.1,0.13,0.13,0.08,0.09,0.13,0.09,0.12,0.07,0.12,0.13,0.06,0.05,0.09,0.11,0.11,0.09,0.14,0.1,0.13,0.1,0.11,0,9.84,1.16,1083.33,1760,2583.33,3.67,4.12,3.34,4.49,Walking
0.06,0.08,0.11,0.13,0.11,0.13,0.09,0.12,0.1,0.1,0.1,0.1,0.1,0.13,0.11,0.09,0.13,0.09,0.1,0.08,0.03,0.1,0.13,0.12,0.1,0.14,0.13,0.1,0.08,0.11,0,9.93,1.03,1766.67,1433.33,3200,3.46,3.94,3.16,4.24,Walking
0.09,0.06,0.12,0.12,0.1,0.12,0.1,0.08,0.12,0.12,0.11,0.1,0.09,0.09,0.15,0.13,0.1,0.13,0.06,0.07,0.07,0.07,0.08,0.14,0.15,0.1,0.11,0.1,0.09,0.12,0,9.85,0.97,2800,2237.5,1675,3.68,3.87,3.3,4.51,Walking
0.09,0.06,0.1,0.09,0.14,0.13,0.1,0.1,0.09,0.12,0.15,0.11,0.07,0.08,0.11,0.14,0.1,0.1,0.05,0.11,0.08,0.08,0.1,0.09,0.11,0.11,0.14,0.1,0.1,0.11,0,9.59,0.95,2883.33,1416.67,1637.5,3.67,4.22,3.43,4.6,Walking
0.09,0.07,0.13,0.11,0.09,0.07,0.18,0.1,0.09,0.09,0.1,0.08,0.1,0.13,0.09,0.16,0.11,0.08,0.06,0.11,0.08,0.14,0.1,0.12,0.09,0.09,0.1,0.09,0.08,0.14,0,10.11,0.76,1100,2175,2900,3.57,3.81,3.78,4.58,Walking
0.07,0.1,0.19,0.1,0.09,0.09,0.09,0.11,0.12,0.07,0.08,0.08,0.14,0.13,0.11,0.08,0.11,0.07,0.18,0.05,0.09,0.16,0.1,0.13,0.11,0.05,0.1,0.11,0.07,0.11,0,10.14,0.38,1816.67,3225,1510,3.95,3.7,3.57,4.86,Walking
0.15,0.21,0.08,0.03,0.08,0.06,0.12,0.12,0.08,0.1,0.02,0.04,0.09,0.1,0.12,0.07,0.15,0.12,0.24,0.08,0.16,0.17,0.1,0.12,0.08,0.05,0.06,0.1,0.08,0.11,0,11.91,-0.18,1675,1466.67,1100,4.77,3.13,3.87,5.88,Walking
0.28,0.18,0.09,0.05,0.05,0.05,0.08,0.07,0.1,0.08,0.03,0.14,0.11,0.07,0.06,0.06,0.08,0.19,0.2,0.1,0.31,0.15,0.04,0.1,0.07,0.06,0.04,0.08,0.08,0.07,0,11.33,-1.24,1450,1275,2750,5.43,3.91,4.2,6.31,Walking
0.24,0.25,0.12,0.02,0.05,0.01,0.07,0.09,0.07,0.1,0.01,0.12,0.24,0.03,0.03,0.06,0.07,0.08,0.2,0.19,0.25,0.27,0.04,0.04,0.09,0.07,0.04,0.02,0.1,0.09,0,11.07,-1.02,3150,2050,2112.5,5.62,4.17,4.16,6.46,Walking
0.16,0.23,0.08,0.05,0.06,0.1,0.09,0.11,0.09,0.06,0.08,0.22,0.09,0.05,0.05,0.08,0.13,0.13,0.06,0.13,0.13,0.15,0.13,0.09,0.07,0.06,0.14,0.07,0.12,0.07,0,9.82,0.04,3325,1125,2225,4.62,4.52,3.59,5.64,Walking
0.06,0.09,0.14,0.14,0.07,0.1,0.13,0.1,0.12,0.08,0.06,0.07,0.11,0.09,0.08,0.19,0.1,0.13,0.05,0.14,0.18,0.09,0.06,0.09,0.12,0.06,0.08,0.12,0.14,0.08,0,10.65,0.42,1650,1816.67,1637.5,3.59,3.57,3.78,4.43,Walking
0.15,0.2,0.11,0.09,0.04,0.05,0.11,0.07,0.1,0.11,0.03,0.05,0.11,0.12,0.09,0.11,0.11,0.12,0.08,0.2,0.3,0.09,0.06,0.08,0.08,0.07,0.1,0.08,0.09,0.07,0,11.54,-0.91,3975,2250,4500,4.71,3.53,3.73,5.58,Walking
0.12,0.13,0.08,0.08,0.12,0.11,0.11,0.1,0.07,0.09,0.08,0.08,0.19,0.07,0.12,0.07,0.1,0.08,0.1,0.14,0.17,0.08,0.1,0.1,0.09,0.09,0.1,0.11,0.1,0.09,0,10.24,0.34,2900,1450,2175,4.15,4.19,3.8,5.22,Walking
0.09,0.1,0.09,0.12,0.13,0.09,0.07,0.14,0.07,0.13,0.1,0.16,0.08,0.13,0.08,0.08,0.08,0.11,0.11,0.11,0.03,0.11,0.13,0.12,0.13,0.09,0.1,0.1,0.11,0.11,0,9.78,0.99,3200,1720,2866.67,3.77,4.32,3.33,4.62,Walking
0.08,0.07,0.12,0.12,0.1,0.08,0.1,0.11,0.12,0.12,0.09,0.14,0.1,0.12,0.09,0.07,0.15,0.11,0.06,0.09,0.06,0.09,0.09,0.1,0.13,0.11,0.14,0.13,0.09,0.08,0,9.73,0.92,3325,1770,1770,3.67,4.09,3.16,4.49,Walking
0.1,0.06,0.12,0.14,0.09,0.08,0.11,0.1,0.1,0.13,0.13,0.09,0.11,0.12,0.09,0.08,0.09,0.09,0.1,0.12,0.08,0.1,0.06,0.1,0.13,0.13,0.12,0.13,0.06,0.11,0,9.87,0.9,2325,1258.33,2516.67,3.81,4.24,3.27,4.71,Walking
0.07,0.09,0.11,0.13,0.1,0.1,0.11,0.09,0.09,0.14,0.14,0.09,0.09,0.11,0.11,0.11,0.06,0.12,0.08,0.13,0.07,0.1,0.06,0.1,0.11,0.16,0.1,0.11,0.1,0.12,0,9.87,1.1,2750,1071.43,1875,3.69,4.29,3.4,4.5,Walking
0.09,0.06,0.13,0.13,0.11,0.1,0.08,0.1,0.12,0.11,0.08,0.15,0.07,0.14,0.1,0.09,0.11,0.14,0.1,0.05,0.07,0.09,0.11,0.11,0.12,0.08,0.13,0.14,0.1,0.09,0,9.89,0.99,4375,1250,1816.67,3.87,3.94,3.35,4.71,Walking
0.13,0.04,0.15,0.07,0.09,0.15,0.13,0.09,0.09,0.1,0.12,0.13,0.11,0.07,0.12,0.08,0.1,0.05,0.07,0.18,0.11,0.11,0.09,0.07,0.09,0.11,0.12,0.11,0.1,0.12,0,9.86,0.89,1600,918.75,1225,3.77,4.55,3.8,4.83,Walking
0.11,0.07,0.12,0.1,0.1,0.11,0.11,0.08,0.12,0.1,0.13,0.09,0.11,0.09,0.09,0.06,0.12,0.1,0.09,0.15,0.11,0.09,0.11,0.11,0.06,0.1,0.11,0.13,0.09,0.12,0,10.04,0.92,1737.5,2816.67,1850,3.83,4.45,3.77,4.79,Walking
